,Make,Model,Year,Passenger Doors,Passenger Capacity,Transmission,Drive type,0-60 mph,EPA mileage (combined),Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Base engine size,Engine type,Transmission,First Gear Ratio,Second Gear Ratio,Third Gear Ratio,Fourth Gear Ratio,Fifth Gear Ratio,Sixth Gear Ratio,Seventh Gear Ratio,Eighth Gear Ratio,Final Drive Axle Ratio,Reverse Ratio,Front Suspension Type,Rear Suspension Type,Front Brakes,Rear Brakes,Front Brake Rotor Diameter,Rear Brake Rotor Diameter,Rear Drum Brake Dimensions,Brake Type,ABS Brakes Type,Front Tire Size,Rear Tire Size,Front Wheel Diameter,Rear Wheel Diameter,Front Wheel Width,Rear Wheel Width,Rear Tire Size,Spare Tire Size,Front Wheel Material,Rear Wheel Material,Spare Wheel Material,TPMS,Curb weight,Fuel tank capacity,Dead Weight Hitch - Max Tongue Weight,Dead Weight Hitch - Max Trailer Weight,Max Trailering Capacity,Weight Distributing Hitch - Max Tongue Weight,Weight Distributing Hitch - Max Trailer Weight,Length,Width,Height,Wheelbase,Front track,Rear track,Ground clearance,Turning circle,Front head room,Front leg room,Front shoulder room,Front hip room,Rear head room,Rear leg room,Rear shoulder room,Rear hip room,3rd Row Head Room,3rd Row Leg Room,3rd Row Shoulder Room,3rd Row Hip Room
118,Chevrolet,Suburban,2018,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,19 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,					Gas,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,,,NA in.,					ABS Brakes,4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,31.00 gal.,500 lbs,"5,000 lbs",,630 lbs,"6,300 lbs",,80.50,74.40 in.,130.00 in.,,,,,42.80 in.,45.30 in.,64.80 in.,60.80 in.,39.10 in.,39.70 in.,65.10 in.,60.30 in.,38.50 in.,34.50 in.,62.60 in.,49.30 in.
119,Chevrolet,Tahoe,2018,4,8,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",Rear Wheel Drive,,19 mpg,355 hp,"5,600",383 ft-lbs.,"4,100",8,5.30 L,					Gas,"Transmission, 6-speed automatic, electronically controlled with overdrive and tow/haul mode",,,,,,,,,,,Independent,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,,,NA in.,					ABS Brakes,4-Wheel,P265/65R18,P265/65R18,,,,,P265/65R18,P265/70R17,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,26.00 gal.,500 lbs,"5,000 lbs",,660 lbs,"6,600 lbs",,80.50,74.40 in.,116.00 in.,,,,,42.80 in.,45.30 in.,64.80 in.,60.80 in.,38.70 in.,39.00 in.,65.10 in.,60.30 in.,38.10 in.,24.80 in.,62.60 in.,49.30 in.
120,Chevrolet,Traverse,2018,4,7,"Transmission, 9-speed automatic",All Wheel Drive,,20 mpg,310 hp,"6,800",266 ft-lbs.,"2,800",6,3.60 L,					Gas,"Transmission, 9-speed automatic",,,,,,,,,3.49,,NA,NA,					Front Disc Brakes,					Rear Disc Brakes,,,NA in.,					ABS Brakes,4-Wheel,P255/55R20,P255/55R20,,,,,P255/55R20,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,21.70 gal.,500 lbs,"5,000 lbs",,500 lbs,"5,000 lbs",204.30 in.,78.60,70.70 in.,120.90 in.,67.30 in.,67.00 in.,,39.00 ft.,39.60 in.,41.00 in.,62.10 in.,58.10 in.,39.00 in.,38.40 in.,62.20 in.,56.90 in.,38.20 in.,33.50 in.,57.50 in.,48.50 in.
121,Chevrolet,Trax,2018,4,5,"Transmission, 6-speed automatic",All Wheel Drive,9.11 sec,27 mpg,138 hp,"4,900",148 ft-lbs.,"1,850",4,1.40 L,					Gas,"Transmission, 6-speed automatic",4.58,2.96,1.91,1.45,1.00,0.75,,,3.53,2.94,MacPherson Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,,,NA in.,					ABS Brakes,4-Wheel,P205/70R16,P205/70R16,,,,,P205/70R16,Compact,Steel,Steel,Steel,					Tire Pressure Monitor,"3,208 lbs.",14.00 gal.,,,,,,167.20 in.,69.90,65.20 in.,100.60 in.,60.60 in.,60.60 in.,6.20 in.,36.70 ft.,39.60 in.,40.80 in.,54.10 in.,51.70 in.,38.80 in.,35.70 in.,52.80 in.,50.70 in.,,,,
122,Chevrolet,Volt,2018,4,5,,Front Wheel Drive,,,149 hp,,294 ft-lbs.,,4,1.50 L,					Gas,,,,,,,,,,2.64,,MacPherson Strut,Compound Crank,					Front Disc Brakes,					Rear Disc Brakes,,,NA in.,					ABS Brakes,4-Wheel,P215/50R17,P215/50R17,,,,,P215/50R17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,543 lbs.",8.90 gal.,,,,,,180.40 in.,71.20,56.40 in.,106.10 in.,60.60 in.,61.80 in.,,36.40 ft.,37.80 in.,42.10 in.,56.50 in.,53.70 in.,35.80 in.,34.70 in.,53.20 in.,51.30 in.,,,,
123,Chrysler,300,2018,4,5,Transmission: 8-Speed Automatic 845RE,All Wheel Drive,6.30 sec,21 mpg,300 hp,"6,350",264 ft-lbs.,"4,800",6,3.60 L,					Gas,Transmission: 8-Speed Automatic 845RE,4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.07,3.29,Short And Long Arm,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.60 in.,12.60 in.,NA in.,					ABS Brakes,4-Wheel,P235/55HR19,P235/55HR19,19.00 in.,19.00 in.,7.50 in.,7.50 in.,P235/55HR19,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,267 lbs.",18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",198.60 in.,75.00,59.20 in.,120.20 in.,63.40 in.,63.80 in.,,38.90 ft.,38.60 in.,41.80 in.,59.50 in.,56.20 in.,37.90 in.,40.10 in.,57.70 in.,56.10 in.,,,,
124,Chrysler,Pacifica,2018,4,7,Transmission: 9-Speed 948TE FWD Automatic,Front Wheel Drive,7.44 sec,22 mpg,287 hp,"6,400",262 ft-lbs.,"4,000",6,3.60 L,					Gas,Transmission: 9-Speed 948TE FWD Automatic,4.70,2.84,1.91,1.38,1.00,0.81,0.70,0.58,3.25,3.81,Strut,Trailing Arm,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P235/65HR17,P235/65HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P235/65HR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"4,330 lbs.",19.00 gal.,360 lbs,"3,600 lbs",,360 lbs,"3,600 lbs",203.60 in.,79.60,69.90 in.,121.60 in.,68.30 in.,68.20 in.,5.10 in.,39.70 ft.,40.10 in.,41.10 in.,63.80 in.,59.00 in.,39.60 in.,39.00 in.,63.00 in.,64.80 in.,38.70 in.,36.50 in.,61.20 in.,49.50 in.
125,Chrysler,Pacifica Hybrid,2018,4,7,,Front Wheel Drive,,32 mpg,260 hp,,,,6,3.60 L,					Gas,,,,,,,,,,,,Strut,Trailing Arm,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P235/65HR17,P235/65HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P235/65HR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"4,987 lbs.",16.50 gal.,,,,,,203.80 in.,79.60,69.90 in.,121.60 in.,68.20 in.,68.20 in.,5.10 in.,39.70 ft.,40.10 in.,41.10 in.,63.80 in.,59.00 in.,39.60 in.,39.00 in.,63.00 in.,64.80 in.,38.70 in.,36.50 in.,61.20 in.,49.50 in.
126,Dodge,Challenger,2018,2,5,Transmission: 6-Speed Manual Tremec,Rear Wheel Drive,5.11 sec,18 mpg,375 hp,"5,150",410 ft-lbs.,"4,300",8,5.70 L,					Gas,Transmission: 6-Speed Manual Tremec,2.97,2.10,1.46,1.00,0.74,0.50,,,3.90,2.90,Short And Long Arm,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.60 in.,12.60 in.,NA in.,					ABS Brakes,4-Wheel,P245/45YR20,P245/45YR20,20.00 in.,20.00 in.,8.00 in.,8.00 in.,P245/45YR20,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"4,190 lbs.",18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",197.90 in.,75.70,57.50 in.,116.20 in.,63.40 in.,63.80 in.,5.20 in.,37.40 ft.,39.30 in.,42.00 in.,58.50 in.,55.30 in.,37.10 in.,33.10 in.,53.90 in.,47.80 in.,,,,
127,Dodge,Charger,2018,4,5,Transmission: 8-Speed Automatic (845RE),All Wheel Drive,6.21 sec,21 mpg,300 hp,"6,350",264 ft-lbs.,"4,800",6,3.60 L,					Gas,Transmission: 8-Speed Automatic (845RE),4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,3.07,3.29,Short And Long Arm,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.60 in.,12.60 in.,NA in.,					ABS Brakes,4-Wheel,P235/55HR19,P235/55HR19,19.00 in.,19.00 in.,7.50 in.,7.50 in.,P235/55HR19,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,188 lbs.",18.50 gal.,100 lbs,"1,000 lbs",,100 lbs,"1,000 lbs",198.40 in.,75.00,58.20 in.,120.20 in.,63.40 in.,63.80 in.,4.90 in.,38.70 ft.,38.60 in.,41.80 in.,59.50 in.,56.20 in.,36.60 in.,40.10 in.,57.90 in.,56.10 in.,,,,
128,Dodge,Durango,2018,4,5,Transmission: 8-Speed Automatic (850RE),Rear Wheel Drive,,21 mpg,293 hp,"6,400",260 ft-lbs.,"4,000",6,3.60 L,					Gas,Transmission: 8-Speed Automatic (850RE),4.71,3.14,2.11,1.67,1.28,1.00,0.84,0.67,,3.29,Short And Long Arm,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,13.00 in.,NA in.,					ABS Brakes,4-Wheel,P265/60TR18,P265/60TR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P265/60TR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,24.60 gal.,620 lbs,"6,200 lbs","6,200 lbs",620 lbs,"6,200 lbs",201.20 in.,75.80,70.90 in.,119.80 in.,63.90 in.,64.10 in.,8.10 in.,37.10 ft.,39.90 in.,40.30 in.,58.50 in.,57.00 in.,39.80 in.,38.60 in.,50.40 in.,42.80 in.,,,,
129,Dodge,Grand Caravan,2018,4,7,Transmission: 6-Speed Automatic 62TE,Front Wheel Drive,7.51 sec,20 mpg,283 hp,"6,400",260 ft-lbs.,"4,400",6,3.60 L,					Gas,Transmission: 6-Speed Automatic 62TE,4.13,2.84,2.28,1.45,1.00,0.69,,,3.16,3.21,Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,11.90 in.,12.00 in.,NA in.,					ABS Brakes,4-Wheel,P225/65SR17,P225/65SR17,17.00 in.,17.00 in.,6.50 in.,6.50 in.,P225/65SR17,NA,Steel,Steel,NA,					Tire Pressure Monitor,"4,321 lbs.",20.00 gal.,360 lbs,"3,600 lbs",,360 lbs,"3,600 lbs",202.80 in.,78.70,67.90 in.,121.20 in.,65.60 in.,64.80 in.,5.60 in.,39.10 ft.,39.80 in.,40.70 in.,63.70 in.,58.40 in.,39.30 in.,36.50 in.,64.10 in.,65.00 in.,37.90 in.,32.70 in.,62.00 in.,48.70 in.
130,Dodge,Journey,2018,4,7,Transmission: 6-Speed Automatic 62TE,All Wheel Drive,,19 mpg,283 hp,"6,350",260 ft-lbs.,"4,400",6,3.60 L,					Gas,Transmission: 6-Speed Automatic 62TE,4.13,2.84,2.28,1.45,1.00,0.69,,,3.16,3.21,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,12.90 in.,NA in.,					ABS Brakes,4-Wheel,P225/55HR19,P225/55HR19,19.00 in.,19.00 in.,7.00 in.,7.00 in.,P225/55HR19,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,21.10 gal.,250 lbs,"2,500 lbs","2,500 lbs",250 lbs,"2,500 lbs",192.40 in.,72.20,66.60 in.,113.80 in.,61.80 in.,62.30 in.,7.20 in.,38.50 ft.,40.80 in.,40.80 in.,57.50 in.,53.80 in.,39.90 in.,36.10 in.,56.90 in.,54.40 in.,37.70 in.,23.40 in.,43.50 in.,40.00 in.
131,Ferrari,488 GTB,2018,2,2,Transmission: 7-Speed Dual Clutch Automatic,Rear Wheel Drive,2.61 sec,18 mpg,660 hp,"8,000",560 ft-lbs.,"3,000",8,3.90 L,					Gas,Transmission: 7-Speed Dual Clutch Automatic,3.08,2.19,1.63,1.29,1.03,0.84,0.69,,5.14,,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.70 in.,14.20 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR20,P305/30YR20,20.00 in.,20.00 in.,9.00 in.,11.00 in.,P305/30YR20,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,252 lbs.",20.60 gal.,,,,,,179.80 in.,76.90,47.80 in.,104.30 in.,66.10 in.,64.80 in.,,,,,,,,,,,,,,
132,Ferrari,488 Spider,2018,2,2,Transmission: 7-Speed Dual-Clutch,Rear Wheel Drive,2.67 sec,,660 hp,"8,000",560 ft-lbs.,"3,000",8,3.90 L,					Gas,Transmission: 7-Speed Dual-Clutch,3.08,2.19,1.63,1.29,1.03,0.84,0.69,,5.14,,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,15.70 in.,14.20 in.,NA in.,					ABS Brakes,4-Wheel,P245/35YR20,P305/30YR20,20.00 in.,20.00 in.,9.00 in.,11.00 in.,P305/30YR20,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,362 lbs.",20.60 gal.,,,,,,179.80 in.,76.90,47.70 in.,104.30 in.,66.10 in.,64.80 in.,,,,,,,,,,,,,,
133,FIAT,124 Spider,2018,2,2,Transmission: 6-Speed Manual,Rear Wheel Drive,6.44 sec,30 mpg,160 hp,"5,500",184 ft-lbs.,"3,200",4,1.40 L,					Gas,Transmission: 6-Speed Manual,4.36,2.35,1.65,1.26,1.00,0.84,,,3.45,3.86,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,11.00 in.,11.00 in.,NA in.,					ABS Brakes,4-Wheel,P195/50VR16,P195/50VR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P195/50VR16,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"2,436 lbs.",11.90 gal.,,,,,,159.60 in.,68.50,48.50 in.,90.90 in.,58.90 in.,59.10 in.,,30.80 ft.,37.40 in.,43.10 in.,52.10 in.,52.00 in.,,,,,,,,
134,FIAT,500,2018,2,4,Transmission: 5-Speed C510 Manual,Front Wheel Drive,7.21 sec,30 mpg,160 hp,"5,500",170 ft-lbs.,"2,500",4,1.40 L,					Gas,Transmission: 5-Speed C510 Manual,3.91,2.24,1.52,1.16,0.87,,,,3.35,3.91,Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,11.10 in.,9.40 in.,NA in.,					ABS Brakes,4-Wheel,P195/45HR16,P195/45HR16,16.00 in.,16.00 in.,6.50 in.,6.50 in.,P195/45HR16,NA,Forged Aluminum,Forged Aluminum,NA,					Tire Pressure Monitor,"2,545 lbs.",10.50 gal.,,,,,,144.40 in.,64.10,59.20 in.,90.60 in.,55.40 in.,55.00 in.,4.60 in.,37.60 ft.,38.60 in.,40.70 in.,49.40 in.,47.80 in.,36.80 in.,31.70 in.,46.40 in.,42.60 in.,,,,
135,FIAT,500e,2018,2,4,Transmission: Single Speed,Front Wheel Drive,11.46 sec,,111 hp,,147 ft-lbs.,,,,					Electric,Transmission: Single Speed,,,,,,,,,9.59,9.59,Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,11.00 in.,9.40 in.,NA in.,					ABS Brakes,4-Wheel,P185/55HR15,P185/55HR15,15.00 in.,15.00 in.,5.50 in.,6.50 in.,P185/55HR15,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"2,980 lbs.",,,,,,,142.40 in.,64.10,60.10 in.,90.60 in.,55.40 in.,55.00 in.,4.50 in.,31.30 ft.,38.90 in.,40.70 in.,49.40 in.,47.80 in.,35.50 in.,27.60 in.,46.40 in.,42.60 in.,,,,
136,FIAT,500L,2018,4,5,Transmission: 6-Speed Aisin F21-250 HD Automatic,Front Wheel Drive,9.31 sec,25 mpg,160 hp,"5,500",184 ft-lbs.,"2,500",4,1.40 L,					Gas,Transmission: 6-Speed Aisin F21-250 HD Automatic,4.04,2.37,1.56,1.16,0.85,0.67,,,3.68,3.19,Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,12.00 in.,10.40 in.,NA in.,					ABS Brakes,4-Wheel,P225/45HR17,P225/45HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P225/45HR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,254 lbs.",13.20 gal.,,,,,,168.10 in.,70.90,65.70 in.,102.80 in.,59.10 in.,59.40 in.,,32.30 ft.,40.70 in.,40.00 in.,57.30 in.,54.90 in.,38.70 in.,36.70 in.,54.60 in.,49.40 in.,,,,
137,FIAT,500X,2018,4,5,Transmission: 9-Speed 948TE Automatic,All Wheel Drive,7.04 sec,24 mpg,180 hp,"6,400",175 ft-lbs.,"3,900",4,2.40 L,					Gas,Transmission: 9-Speed 948TE Automatic,4.71,2.84,1.91,1.38,1.00,0.81,0.70,0.58,3.73,3.83,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,12.00 in.,11.00 in.,NA in.,					ABS Brakes,4-Wheel,P215/60HR17,P215/60HR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P215/60HR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"2,967 lbs.",12.70 gal.,,,,,,167.20 in.,70.70,63.10 in.,101.20 in.,60.70 in.,60.70 in.,,36.30 ft.,39.10 in.,41.40 in.,54.30 in.,53.30 in.,37.80 in.,34.80 in.,52.80 in.,52.20 in.,,,,
138,Ford,C-Max Hybrid,2018,4,5,,Front Wheel Drive,,40 mpg,188 hp,"6,000",129 ft-lbs.,"4,000",4,2.00 L,					Gas,,,,,,,,,,2.57,,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,10.90 in.,11.00 in.,NA in.,					ABS Brakes,4-Wheel,P225/50VR17,P225/50VR17,17.00 in.,17.00 in.,7.00 in.,7.00 in.,P225/50VR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,640 lbs.",13.50 gal.,,,,,,173.60 in.,72.00,63.90 in.,104.30 in.,60.50 in.,60.40 in.,5.50 in.,38.40 ft.,41.00 in.,43.10 in.,55.90 in.,54.30 in.,39.40 in.,36.50 in.,55.20 in.,51.90 in.,,,,
139,Ford,EcoSport,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift,Four Wheel Drive,7.21 sec,25 mpg,166 hp,"6,500",149 ft-lbs.,"4,500",4,2.00 L,					Gas,Transmission: 6-Speed Automatic w/SelectShift,4.85,2.96,1.91,1.44,1.00,0.75,,,3.51,2.94,Strut,Torsion Beam,					Front Disc Brakes,					Rear Disc Brakes,,,,					ABS Brakes,4-Wheel,P205/50HR17,P205/50HR17,17.00 in.,17.00 in.,,,P205/50HR17,NA,Aluminum,Aluminum,NA,					Tire Pressure Monitor,"3,360 lbs.",13.60 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",161.30 in.,69.50,65.10 in.,99.20 in.,59.80 in.,59.70 in.,,35.00 ft.,39.60 in.,42.90 in.,53.30 in.,51.60 in.,37.50 in.,36.70 in.,51.30 in.,50.90 in.,,,,
140,Ford,Edge,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift -inc: steering wheel mounted paddle shifters,All Wheel Drive,6.24 sec,23 mpg,245 hp,"5,500",275 ft-lbs.,"3,000",4,2.00 L,					Gas,Transmission: 6-Speed Automatic w/SelectShift -inc: steering wheel mounted paddle shifters,4.58,2.96,1.91,1.45,1.00,0.75,,,3.36,2.94,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.60 in.,12.40 in.,NA in.,					ABS Brakes,4-Wheel,P245/60HR18,P245/60HR18,18.00 in.,18.00 in.,8.00 in.,8.00 in.,P245/60HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,095 lbs.",18.00 gal.,150 lbs,"1,500 lbs","1,500 lbs",150 lbs,"1,500 lbs",188.10 in.,75.90,68.60 in.,112.20 in.,64.80 in.,64.70 in.,,,40.20 in.,42.60 in.,60.30 in.,55.90 in.,40.30 in.,40.60 in.,60.50 in.,57.50 in.,,,,
141,Ford,Escape,2018,4,5,Transmission: 6-Speed Automatic w/SelectShift,Four Wheel Drive,7.28 sec,24 mpg,179 hp,"6,000",177 ft-lbs.,"2,500",4,1.50 L,					Gas,Transmission: 6-Speed Automatic w/SelectShift,4.58,2.96,1.91,1.44,1.00,0.74,,,3.51,2.94,Strut,Short And Long Arm,					Front Disc Brakes,					Rear Disc Brakes,12.80 in.,12.00 in.,NA in.,					ABS Brakes,4-Wheel,P235/55HR17,P235/55HR17,17.00 in.,17.00 in.,7.50 in.,7.50 in.,P235/55HR17,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"3,668 lbs.",15.70 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",178.10 in.,72.40,66.30 in.,105.90 in.,61.50 in.,61.60 in.,7.90 in.,38.80 ft.,39.90 in.,43.10 in.,56.00 in.,54.80 in.,39.00 in.,36.80 in.,55.30 in.,52.40 in.,,,,
142,Ford,Expedition,2018,4,8,Transmission: 10-Speed Automatic w/SelectShift,Rear Wheel Drive,,20 mpg,375 hp,"5,000",470 ft-lbs.,"3,500",6,3.50 L,					Gas,Transmission: 10-Speed Automatic w/SelectShift,4.70,2.98,2.15,1.77,1.52,1.27,1.00,0.85,,4.87,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,13.50 in.,NA in.,					ABS Brakes,4-Wheel,P275/55HR20,P275/55HR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P275/55HR20,Full-Size,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,23.30 gal.,600 lbs,"6,000 lbs","6,000 lbs",600 lbs,"6,000 lbs",210.00 in.,83.60,76.60 in.,122.50 in.,67.60 in.,67.20 in.,9.80 in.,41.00 ft.,42.00 in.,43.90 in.,64.90 in.,62.20 in.,40.00 in.,41.50 in.,64.80 in.,62.60 in.,37.30 in.,40.90 in.,64.20 in.,51.40 in.
143,Ford,Expedition Max,2018,4,8,Transmission: 10-Speed Automatic w/SelectShift,Rear Wheel Drive,,19 mpg,375 hp,"5,000",470 ft-lbs.,"3,500",6,3.50 L,					Gas,Transmission: 10-Speed Automatic w/SelectShift,4.70,2.98,2.15,1.77,1.52,1.27,1.00,0.85,,4.87,Double Wishbone,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,13.00 in.,13.50 in.,NA in.,					ABS Brakes,4-Wheel,P275/55HR20,P275/55HR20,20.00 in.,20.00 in.,8.50 in.,8.50 in.,P275/55HR20,Full-Size,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,28.30 gal.,630 lbs,"6,300 lbs","6,300 lbs",630 lbs,"6,300 lbs",221.90 in.,83.60,76.40 in.,131.60 in.,67.60 in.,67.20 in.,9.80 in.,43.30 ft.,42.00 in.,43.90 in.,64.90 in.,62.20 in.,40.00 in.,42.60 in.,64.80 in.,62.60 in.,37.30 in.,40.90 in.,64.30 in.,51.40 in.
144,Ford,Explorer,2018,4,7,Transmission: 6-Speed SelectShift Automatic,Four Wheel Drive,6.03 sec,18 mpg,290 hp,"6,500",255 ft-lbs.,"4,000",6,3.50 L,					Gas,Transmission: 6-Speed SelectShift Automatic,4.48,2.87,1.84,1.41,1.00,0.74,,,3.65,2.88,Strut,Multi-Link,					Front Disc Brakes,					Rear Disc Brakes,12.80 in.,12.80 in.,NA in.,					ABS Brakes,4-Wheel,P245/60HR18,P245/60HR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P245/60HR18,Compact,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,"4,629 lbs.",18.60 gal.,200 lbs,"2,000 lbs","2,000 lbs",200 lbs,"2,000 lbs",198.30 in.,78.90,70.00 in.,112.80 in.,67.00 in.,67.00 in.,8.30 in.,38.90 ft.,41.40 in.,42.90 in.,61.50 in.,57.30 in.,40.60 in.,39.50 in.,61.00 in.,56.80 in.,37.80 in.,32.00 in.,50.80 in.,40.70 in.
145,Ford,F-150,2018,4,5,Transmission: Electronic 10-Speed Automatic -inc: selectable drive modes: normal/tow-haul/snow-wet/EcoSelect/sport,Rear Wheel Drive,,19 mpg,395 hp,"5,750",400 ft-lbs.,"4,500",8,5.00 L,					Gas,Transmission: Electronic 10-Speed Automatic -inc: selectable drive modes: normal/tow-haul/snow-wet/EcoSelect/sport,4.70,2.98,2.15,1.77,1.52,1.27,1.00,0.85,,4.87,Double Wishbone,Leaf,					Front Disc Brakes,					Rear Disc Brakes,13.80 in.,13.70 in.,NA in.,					ABS Brakes,4-Wheel,P265/60SR18,P265/60SR18,18.00 in.,18.00 in.,7.50 in.,7.50 in.,P265/60SR18,Full-Size,Aluminum,Aluminum,Steel,					Tire Pressure Monitor,,26.00 gal.,700 lbs,"7,000 lbs","7,000 lbs",700 lbs,"7,000 lbs",,79.90,75.60 in.,145.00 in.,,,,47.80 ft.,40.80 in.,43.90 in.,66.70 in.,62.50 in.,40.40 in.,43.60 in.,65.90 in.,64.70 in.,,,,
146,Ford,Fiesta,2018,4,5,Transmission: 5-Speed Manual,Front Wheel Drive,9.03 sec,30 mpg,120 hp,"6,350",112 ft-lbs.,"5,000",4,1.60 L,					Gas,Transmission: 5-Speed Manual,3.85,2.04,1.28,0.95,0.76,,,,4.07,3.61,Strut,Torsion Beam,					Front Disc Brakes,					Rear Drum Brakes,10.20 in.,7.90 in.,7.9 in.,					ABS Brakes,4-Wheel,P185/60HR15,P185/60HR15,15.00 in.,15.00 in.,6.00 in.,6.00 in.,P185/60HR15,Compact,Steel,Steel,Steel,					Tire Pressure Monitor,"2,578 lbs.",12.40 gal.,,,,,,173.60 in.,67.80,58.00 in.,98.00 in.,57.70 in.,57.70 in.,,34.40 ft.,39.10 in.,42.20 in.,52.70 in.,50.60 in.,37.10 in.,31.20 in.,49.00 in.,49.20 in.,,,,
